대표지번,진행단계,cate_code,위도,경도
염리동 45,조합해산,13,37.55018115,126.9478720005446
신월동 606,사업시행인가,5,34.73124,127.69787
아현동 380,준공인가,11,37.550546999999995,126.95246389042379
갈현동 300,관리처분인가,6,37.4149075,126.9824277
행당동 128,일반분양승인,10,37.55783,127.03571
신정동 1190-1,조합설립추진위원회승인,3,35.53487,129.31199
신림동 1656-,조합설립인가,4,37.48682825,126.92826657522511
서초동 1310,이전고시,7,37.48818,127.01751
역촌동 189-,착공신고,9,37.604994149999996,126.9148855778837
신천동 20-4,착공신고,9,37.43961375,126.77885557449832
노량진동 227-5,관리처분인가,6,37.5110101,126.9414634
월계동 487-17,철거신고,8,37.6289,127.0567
성수동2가 572-7,조합설립인가,4,37.54048,127.05601
잠원동 74-2,조합해산,13,37.518254400000004,127.01240284968915
불광동 17,조합청산,12,37.6160647,126.9339579
도림동 162-94,조합청산,12,37.508261899999994,126.8993866115764
수색동 16-2,관리처분인가,6,37.585187250000004,126.8948584489098
양평동1가 20,조합설립인가,4,37.5247393,126.8836443
신천동 17-6,착공신고,9,37.43961375,126.77885557449832
사당동 181-360,이전고시,7,37.4856963,126.9723525
청파동2가 11-1,조합설립인가,4,37.54655,126.96675
종암동 81-188,조합설립인가,4,37.59631,127.03333
염리동 488-14,정비계획 수립,1,37.54914,126.94915
잠원동 50-5,사업시행인가,5,37.518254400000004,127.01240284968915
성북동 226-,사업시행인가,5,37.59552,126.99215
반포동 30-18,조합해산,13,37.50312,127.0014
반포동 32-8,조합해산,13,37.50312,127.0014
증산동 195-,관리처분인가,6,37.58273085,126.90536408558991
잠원동 73,조합설립인가,4,37.5156693,127.0177235
반포동 12,준공인가,11,37.5034766,127.0101005
반포동 1-1,조합해산,13,37.50312,127.0014
불광동 238,사업시행인가,5,37.6160647,126.9339579
응암동 455,조합청산,12,37.59418,126.92555
서초동 1315,조합설립인가,4,37.48818,127.01751
흑석동 158,조합해산,13,37.5073443,126.9623421
잠원동 57,조합청산,12,37.512965,127.0181243
온수동 45-32,사업시행인가,5,37.4945527,126.820444
등촌동 656-35,관리처분인가,6,37.5498936,126.86025
성수동2가 506,조합설립인가,4,37.54048,127.05601
신정동 1033-1,조합해산,13,35.53487,129.31199
등촌동 366-24,착공신고,9,37.5498936,126.86025
면목동 174-74,조합설립인가,4,37.58178,127.09034
신사동 170-12,착공신고,9,37.52232055,127.02770186675215
반포동 1053,착공신고,9,37.50312,127.0014
잠원동 66,조합청산,12,37.51413445,127.00837831392255
노량진동 232-19,사업시행인가,5,37.5110101,126.9414634
신정동 1150-41,이전고시,7,35.53487,129.31199
수색동 341-6,일반분양승인,10,37.58607,126.89308
묵동 81-17,조합청산,12,37.61083,127.08109
성수동2가 219-4,조합설립인가,4,37.54048,127.05601
미아동 137-72,사업시행인가,5,37.628995,127.02575433718266
망우동 178-1,조합설립인가,4,37.60178,127.1054
면목동 55-14,준공인가,11,37.58178,127.09034
잠실동 27,조합설립인가,4,37.5122807,127.0855986
녹번동 19,조합해산,13,37.60408794999999,126.93172334972789
상계동 -,사업시행인가,5,37.66682525,127.07222636796388
양평동2가 33-20,사업시행인가,5,37.52357,126.88288
삼성동 19-4,조합해산,13,37.46332675,126.9292175946643
홍은동 11-111,착공신고,9,37.59296,126.93733
장안동 329-2,조합청산,12,37.57105,127.06806
상계동 677,조합해산,13,37.66727,127.07242
신정동 1175-28,조합해산,13,35.53487,129.31199
미아동 403,조합설립인가,4,37.628995,127.02575433718266
구의동 122-2,조합해산,13,37.54417,127.09262
홍제동 104-41,관리처분인가,6,37.5871,126.94676
거여동 181,조합해산,13,37.48921,127.14667
당산동4가 92,관리처분인가,6,37.52915,126.89894
신길동 1448-1,정비계획 수립,1,37.3335204,126.77378
방화동 598-146,조합설립인가,4,37.57682,126.81422
금호동3가 1,조합설립인가,4,37.54998,127.02213
상계동 721,사업시행인가,5,37.66727,127.07242
개포동 138,조합해산,13,37.48421,127.07006
도곡동 869,조합설립추진위원회승인,3,37.4878395,127.0438569
도곡동 464,사업시행인가,5,37.4878395,127.0438569
청담동 134-18,착공신고,9,37.52575355,127.0523217253381
삼성동 79,착공신고,9,37.46332675,126.9292175946643
반포동 32-5,조합해산,13,37.50312,127.0014
잠원동 64-8,이전고시,7,37.518254400000004,127.01240284968915
천호동 19-1,사업시행인가,5,37.54294,127.12733
방배동 988-1,관리처분인가,6,37.4798789,126.9939103
신림동 1644-,준공인가,11,37.48682825,126.92826657522511
풍납동 147-1,조합설립인가,4,37.53387,127.11094
봉천동 101,착공신고,9,37.487407000000005,126.94541691408185
봉천동 913-1,조합설립추진위원회승인,3,37.484665,126.9484961
여의도동 30-2,조합설립추진위원회승인,3,,
번동 429-114,사업시행인가,5,37.62929,127.03684
시흥동 220-2,착공신고,9,37.4507049,126.9085555
자양동 778-6,조합해산,13,36.3366812,127.4490374
구의동 227-3,이전고시,7,37.54417,127.09262
자양동 236,준공인가,11,36.3366812,127.4490374
자양동 464-40,조합설립인가,4,36.3366812,127.4490374
하왕십리동 999,조합해산,13,37.56131,127.02715
하왕십리동 700,조합해산,13,37.56131,127.02715
금호동2가 501-31,관리처분인가,6,37.55311,127.0211
시흥동 920-13,조합설립인가,4,37.41911,127.10186
방화동 589-13,조합설립인가,4,37.57682,126.81422
가산동 7281-7282,준공인가,11,37.47532525,126.88639535805152
화곡동 359-124,조합설립인가,4,37.54208,126.84656
고척동 241-11,조합설립인가,4,37.5034631,126.8585846
가락동 55,조합설립인가,4,35.190215,128.8920173
면목동 100-38,조합해산,13,37.58178,127.09034
창신동 459-12,조합설립인가,4,37.57595,127.01313
청파동1가 89-18,정비계획 수립,1,37.5488,126.96668
여의도동 42,조합설립인가,4,37.5215591,126.9248627
안암동3가 54,조합설립인가,4,37.58371,127.02359
장위동 219-114,조합설립인가,4,37.6162,127.05086
금호동4가 480,조합해산,13,37.54479,127.02339
성수동1가 656-1267,조합설립인가,4,37.5435,127.03742
마장동 382,정비계획 수립,1,37.56743,127.04045
양평동1가 9-6,조합설립추진위원회승인,3,37.52309,126.88868
정릉동 545-12,조합설립인가,4,37.61654,126.99794
청량리동 19,정비계획 수립,1,37.58683775,127.05117755561722
공덕동 115-97,정비구역지정,2,37.549927049999994,126.95928971994923
불광동 227-7,정비구역지정,2,37.6160647,126.9339579
성북동 300-5,조합설립인가,4,37.59552,126.99215
정릉동 670-24,조합설립인가,4,37.61654,126.99794
북아현동 149,조합해산,13,37.55947205,126.9552493630483
창동 501-13,조합설립인가,4,37.64643,127.04326
광장동 332-9,조합설립인가,4,37.54711,127.10414
방배동 946-8,착공신고,9,37.4798789,126.9939103
염창동 275-5,관리처분인가,6,37.55534725,126.87252829335478
여의도동 30,조합설립인가,4,37.5217718,126.9266205
신길동 3590,사업시행인가,5,37.3335204,126.77378
면목동 520-19,조합청산,12,37.58178,127.09034
가락동 161-3,착공신고,9,35.190215,128.8920173
길동 54,조합설립인가,4,37.53736,127.14703
홍은동 104-4,이전고시,7,37.59296,126.93733
북아현동 520,사업시행인가,5,37.55947205,126.9552493630483
남가좌동 369-10,조합청산,12,37.57744,126.9179
북아현동 174,조합청산,12,37.56348,126.95426
북가좌동 372-1,조합설립인가,4,37.57953,126.91156
영천동 69-20,착공신고,9,33.3069335,126.57760212380029
녹번동 4,조합청산,12,37.6057257,126.9228983
응암동 419,조합청산,12,37.59418,126.92555
상계동 95-3,준공인가,11,37.66727,127.07242
영등포동7가 105-7,정비구역지정,2,37.5246695,126.9073675901746
상계동 109-43,조합설립인가,4,37.66727,127.07242
상계동 -,사업시행인가,5,37.66682525,127.07222636796388
상계동 85-33,조합해산,13,37.66727,127.07242
월계동 633-31,조합해산,13,37.6289,127.0567
미아동 791-108,조합설립인가,4,37.628995,127.02575433718266
동자동 36-17,조합청산,12,37.55112,126.97251
방배동 528-3,조합설립인가,4,37.4798789,126.9939103
동선동4가 304-2,관리처분인가,6,37.59457,127.0185
미아동 8-373,조합설립인가,4,37.628995,127.02575433718266
청량리동 199,착공신고,9,37.5882073,127.046251807744
보문동1가 60-28,준공인가,11,37.58612,127.01936
전농동 518,조합청산,12,37.5806,127.05543
사당동 57-18,조합설립인가,4,37.4856963,126.9723525
홍제동 90-6,조합설립인가,4,37.5871,126.94676
면목동 192,조합설립인가,4,37.58178,127.09034
이촌동 193-3,조합설립인가,4,37.52086,126.96612
가락동 479,조합해산,13,35.190215,128.8920173
청량리동 435,사업시행인가,5,37.58831,127.0459
연희동 711,조합해산,13,37.57234,126.93084
신설동 92-5,조합설립인가,4,37.573478,127.0257068
잠원동 52,조합청산,12,37.5126913,127.0184819
홍제동 270,이전고시,7,37.5871,126.94676
장위동 350,조합설립추진위원회승인,3,37.6162,127.05086
남가좌동 289-54,착공신고,9,37.57744,126.9179
상일동 187,조합청산,12,37.55073,127.1704
상일동 121,조합청산,12,37.55073,127.1704
천호동 423-200,일반분양승인,10,37.54294,127.12733
상일동 124,조합해산,13,37.55073,127.1704
잠원동 56-2,사업시행인가,5,37.518254400000004,127.01240284968915
반포동 30-1,조합설립인가,4,37.50312,127.0014
상일동 131,조합청산,12,37.55073,127.1704
상일동 134,조합해산,13,37.55073,127.1704
고덕동 212,조합청산,12,37.56528,127.15761
중화동 331-64,일반분양승인,10,37.59755,127.07783
동빙고동 60,조합설립인가,4,37.5264049,126.996159
한남동 686,관리처분인가,6,37.53822,127.0074
장위동 233-552,조합설립인가,4,37.6162,127.05086
안암동3가 136-1,조합설립인가,4,37.58371,127.02359
삼선동2가 296,착공신고,9,37.58438,127.0102
보문동1가 196-11,착공신고,9,37.58612,127.01936
신림동 808-,조합설립인가,4,37.4730961,126.9282982
보문동6가 207,조합청산,12,37.58047,127.01856
돈암동 535-54,조합청산,12,37.59742,127.01841
신정동 733-31,사업시행인가,5,35.53487,129.31199
장위동 68-274,조합설립추진위원회승인,3,,
공릉동 270-71,착공신고,9,37.63021,127.08818
전농동 494,조합설립인가,4,37.5806,127.05543
길음동 612-10,조합해산,13,37.6085308,127.0201946
전농동 449-9,조합해산,13,37.5806,127.05543
전농동 204,조합설립인가,4,37.5806,127.05543
휘경동 172,일반분양승인,10,37.58773,127.06526
이문동 257-42,일반분양승인,10,37.60021,127.06124
휘경동 128-12,조합해산,13,37.58773,127.06526
용두동 753-9,조합해산,13,37.57616,127.03476
반포동 591-1,조합설립인가,4,37.50312,127.0014
번동 430-27,사업시행인가,5,37.62929,127.03684
답십리동 25,조합해산,13,37.57002,127.05467
청량리동 205,사업시행인가,5,37.5809165,127.0456941
거여동 234,조합해산,13,37.48921,127.14667
신대방동 600-14,조합설립추진위원회승인,3,37.4955756,126.9195788
이촌동 300-11,조합설립인가,4,37.52086,126.96612
후암동 142-4,조합설립추진위원회승인,3,37.55011,126.98028
신당동 321-1,관리처분인가,6,37.565196900000004,127.01321999381744
만리동2가 176-1,조합해산,13,37.5548657,126.9639221
신당동 85,조합해산,13,37.5616728,127.0185474824659
무악동 71-1,조합청산,12,37.57672,126.95812
신영동 158-2,철거신고,8,37.60277,126.9616
영등포동7가 145-8,조합청산,12,37.5246695,126.9073675901746
여의도동 37,조합설립추진위원회승인,3,,
문래동2가 35,사업시행인가,5,37.5128036,126.8929788
당산동4가 91,착공신고,9,37.52915,126.89894
영등포동7가 76-5,조합설립인가,4,37.5246695,126.9073675901746
개봉동 68-64,착공신고,9,37.4931629,126.851736
마곡동 725-1,준공인가,11,37.56619,126.8255083
염리동 507,조합해산,13,37.55018115,126.9478720005446
아현동 635,조합해산,13,37.550546999999995,126.95246389042379
아현동 613-10,관리처분인가,6,37.550546999999995,126.95246389042379
정릉동 545-12,조합설립인가,4,37.61654,126.99794
원효로4가 109-4,조합설립인가,4,37.53211,126.95127
방화동 584-1,조합설립인가,4,37.57682,126.81422
영등포동5가 6,정비구역지정,2,37.5205902,126.9040351
영등포동5가 81-1,정비구역지정,2,37.52095,126.9066
영등포동2가 299-,정비구역지정,2,37.52125,126.91222
영등포동5가 100,정비구역지정,2,37.52095,126.9066
영등포동5가 38-3,정비구역지정,2,37.52095,126.9066
송파동 100-,조합설립추진위원회승인,3,37.50479,127.11369
잠원동 61-1,조합설립추진위원회승인,3,37.518254400000004,127.01240284968915
영등포동2가 328-11,정비구역지정,2,37.52125,126.91222
영등포동2가 256-,정비구역지정,2,37.52125,126.91222
영등포동2가 34-75,정비구역지정,2,37.52125,126.91222
영등포동5가 34-46,정비구역지정,2,37.52095,126.9066
영등포동5가 49-1,정비구역지정,2,37.52095,126.9066
영등포동5가 64,정비구역지정,2,37.52095,126.9066
영등포동5가 46-4,정비구역지정,2,37.52095,126.9066
독산동 147-20,조합설립추진위원회승인,3,37.468399,126.8979571
가산동 146-78,조합설립추진위원회승인,3,37.47532525,126.88639535805152
영등포동2가 159-,정비구역지정,2,37.52125,126.91222
영등포동2가 213-,정비구역지정,2,37.522910350000004,126.9067619666343
방배동 593-98,조합설립인가,4,,
방배동 1000-3,사업시행인가,5,37.4798789,126.9939103
시흥동 791-40,이전고시,7,37.4507049,126.9085555
수색동 366-6,조합설립인가,4,37.585187250000004,126.8948584489098
영등포동4가 423-,정비계획 수립,1,37.51777,126.90368
영등포동2가 170-,정비구역지정,2,37.52125,126.91222
영등포동2가 333-,정비구역지정,2,37.52125,126.91222
용두동 80-1,조합청산,12,37.57616,127.03476
영등포동2가 34-4,정비구역지정,2,37.52125,126.91222
방학동 636-,이전고시,7,37.66442,127.03333
회기동 62-34,이전고시,7,37.59433,127.05178
방배동 1000-4,사업시행인가,5,37.4798789,126.9939103
중화동 131-35,조합설립추진위원회승인,3,37.59755,127.07783
당산동3가 410-,정비계획 수립,1,37.52616,126.89724
미아동 6,조합설립추진위원회승인,3,37.628995,127.02575433718266
정릉동 894,조합설립추진위원회승인,3,37.61654,126.99794
길동 298-1,조합해산,13,37.5398309,127.14661060476558
신월동 487-4,조합설립추진위원회승인,3,37.52782,126.83692
목동 803-2,이전고시,7,37.53608,126.87585
쌍문동 414,이전고시,7,37.65347,127.02715
성수동1가 22-13,조합설립추진위원회승인,3,37.5435,127.03742
교남동 28,정비구역지정,2,37.5707991,126.9608805
상봉동 107-1,조합설립추진위원회승인,3,37.60286415,127.0862750302752
수색동 32-13,정비구역지정,2,37.585187250000004,126.8948584489098
월계동 531,조합청산,12,37.6289,127.0567
정릉동 539-1,조합해산,13,37.61654,126.99794
면목동 172-1,조합설립추진위원회승인,3,37.58178,127.09034
화곡동 812-26,이전고시,7,37.54208,126.84656
용두동 52-28,조합설립추진위원회승인,3,37.57616,127.03476
내발산동 716-20,조합설립인가,4,37.5539189,126.8377194
수유동 291-224,조합설립추진위원회승인,3,37.6352212,127.0090642
성수동1가 656-421,조합설립추진위원회승인,3,37.5435,127.03742
종암동 95-2,조합해산,13,37.59631,127.03333
한남동 729,조합청산,12,37.53822,127.0074
한강로3가 65-500,조합설립인가,4,37.52754,126.96297
용두동 53-6,조합설립추진위원회승인,3,37.57616,127.03476
신월동 8-1,이전고시,7,37.54139565,126.82826539579102
신월동 159-192,조합설립추진위원회승인,3,,
남가좌동 175,조합해산,13,37.57744,126.9179
여의도동 50,조합설립추진위원회승인,3,,
금호동4가 235-,조합해산,13,37.54479,127.02339
옥수동 526,조합해산,13,37.54176,127.01648
송파동 167,조합해산,13,37.50479,127.11369
장안동 435-2,이전고시,7,36.2128102,127.3437761
면목동 134-40,이전고시,7,37.58178,127.09034
논현동 62-3,조합설립인가,4,37.4031099,126.7261793
미아동 42-8,조합설립인가,4,37.628995,127.02575433718266
신수동 225-7,조합설립추진위원회승인,3,34.898858,128.0730913
응암동 171,조합해산,13,37.59418,126.92555
옥수동 500,조합청산,12,37.54176,127.01648
풍납동 153,조합해산,13,37.53387,127.11094
독산동 966-1,조합해산,13,37.468399,126.8979571
염창동 244-18,이전고시,7,37.55534725,126.87252829335478
신월동 603-3,이전고시,7,34.73124,127.69787
금호동3가 632,이전고시,7,37.54998,127.02213
신월동 612,이전고시,7,37.52782,126.83692
봉천동 63-89,조합설립추진위원회승인,3,37.484665,126.9484961
염창동 242-4,이전고시,7,37.55534725,126.87252829335478
반포동 1-8,조합설립추진위원회승인,3,37.50312,127.0014
신월동 410-12,이전고시,7,37.52782,126.83692
내발산동 714-4,이전고시,7,37.5539189,126.8377194
미아동 61-79,조합설립추진위원회승인,3,37.628995,127.02575433718266
개봉동 335-16,이전고시,7,37.4931629,126.851736
수유동 170-2,조합설립추진위원회승인,3,37.6352212,127.0090642
미아동 476,이전고시,7,37.628995,127.02575433718266
장안동 425-1,이전고시,7,36.2128102,127.3437761
방화동 191-3,이전고시,7,37.57682,126.81422
중화동 324,조합설립추진위원회승인,3,37.59755,127.07783
응암동 663,조합해산,13,37.59418,126.92555
봉천동 1598-10,준공인가,11,37.484665,126.9484961
남현동 1079-13,준공인가,11,37.4715479,126.9764934
노량진동 122-37,이전고시,7,37.5110101,126.9414634
하왕십리동 339-67,조합해산,13,37.56131,127.02715
금호동2가 200,조합해산,13,37.55311,127.0211
금호동2가 566,조합청산,12,37.55311,127.0211
상왕십리동 12-37,조합해산,13,37.5683106,127.0245724
금호동2가 900,조합해산,13,37.55311,127.0211
홍제동 156,조합해산,13,37.5871,126.94676
중화동 329-38,정비구역지정,2,37.59755,127.07783
성내동 209,사업시행인가,5,37.52998,127.12875
천호동 28-32,이전고시,7,37.54294,127.12733
둔촌동 513-1,이전고시,7,37.5289579,127.1447659
당산동5가 7-2,정비계획 수립,1,37.53208,126.90102
논현동 191-4,조합설립인가,4,37.5123018,127.0294935
성내동 405-9,이전고시,7,37.52998,127.12875
성내동 547-1,이전고시,7,37.52998,127.12875
시흥동 1002-2,정비계획 수립,1,37.4507049,126.9085555
수유동 472-81,조합설립추진위원회승인,3,37.6352212,127.0090642
미아동 45-32,조합설립추진위원회승인,3,37.628995,127.02575433718266
보문동3가 225,조합해산,13,37.58419,127.01622
정릉동 10,조합해산,13,37.61654,126.99794
석관동 338-540,조합해산,13,37.60789,127.06116
돈암동 13-7,조합해산,13,37.59742,127.01841
장안동 435-4,이전고시,7,36.2128102,127.3437761
중림동 186-1,조합설립추진위원회승인,3,37.5567609,126.96630371330951
내자동 81,조합설립추진위원회승인,3,37.57522,126.97146
등촌동 651,이전고시,7,37.5498936,126.86025
화곡동 1040-24,조합설립추진위원회승인,3,37.54208,126.84656
신월동 432-6,이전고시,7,37.52782,126.83692
염리동 105,조합설립추진위원회승인,3,37.547645,126.9431093
