대표지번,진행단계,위도,경도
신당동 236-100,조합설립인가,37.565196900000004,127.01321999381744
석관동 332-179,조합설립인가,,
신대방동 360-72,조합설립인가,37.4955756,126.9195788
번동 458-2,조합설립인가,37.62929,127.03684
천호동 166-4,조합설립인가,37.54294,127.12733
송파동 151-,조합설립인가,37.50479,127.11369
정릉동 452-3,조합설립인가,37.61654,126.99794
돈암동 624,조합설립인가,37.59742,127.01841
자양동 249-2,조합설립인가,36.3366812,127.4490374
석관동 332-113,조합설립인가,37.60789,127.06116
방배동 562-1,조합설립인가,37.4798789,126.9939103
거여동 549,조합설립인가,37.48921,127.14667
면목동 154-31,조합설립인가,37.58178,127.09034
번동 443-46,조합설립인가,37.62929,127.03684
염창동 253-1,조합설립인가,37.55534725,126.87252829335478
마장동 784,조합설립인가,37.56743,127.04045
전농동 60,조합설립인가,37.5806,127.05543
흑석동 99-3,조합설립인가,37.5064393,126.963687
상도동 194-27,조합설립인가,37.4988159,126.9441045
중화동 329-38,조합설립인가,37.59755,127.07783
번동 471-118,조합설립인가,37.62929,127.03684
화양동 32-12,조합설립인가,37.54408,127.06895
대방동 11-103,조합설립인가,37.5067997,126.92913492678356
도화동 536,조합설립인가,37.5386394,126.94924282127039
염창동 255,조합설립인가,37.55534725,126.87252829335478
석관동 334-69,조합설립인가,37.60789015,127.06148520004993
미아동 61-79,조합설립인가,37.628995,127.02575433718266
여의도동 21-2,조합설립인가,,
여의도동 38-1,조합설립인가,,
신길동 1367-1,조합설립인가,37.3335204,126.77378
장위동 85,조합설립인가,37.6162,127.05086
종암동 112-37,조합설립인가,37.59631,127.03333
마천동 194-1,조합설립인가,35.1267919,128.7835554
잠원동 54,조합설립인가,37.518254400000004,127.01240284968915
가락동 32,조합설립인가,35.190215,128.8920173
송파동 161,조합설립인가,37.50479,127.11369
거여동 17-9,조합설립인가,37.48921,127.14667
장위동 65-107,조합설립인가,37.6162,127.05086
공항동 21,조합설립인가,37.55387305,126.8180754118984
한강로3가 40-641,조합설립인가,37.52754,126.96297
가락동 39,조합설립인가,35.190215,128.8920173
잠원동 65-32,조합설립인가,37.518254400000004,127.01240284968915
신길동 340-1,조합설립인가,37.3335204,126.77378
신림동 746-43,조합설립인가,37.4730961,126.9282982
신길동 39-3,조합설립인가,37.3335204,126.77378
홍은동 326-2,조합설립인가,37.59296,126.93733
종암동 3-745,조합설립인가,37.59631,127.03333
양평동6가 84,조합설립인가,37.5418285,126.890214
거여동 173-3,조합설립인가,37.48921,127.14667
하월곡동 70-4,조합설립인가,37.60444,127.03764
중화동 329-30,조합설립인가,37.59755,127.07783
중화동 317-45,조합설립인가,37.59755,127.07783
압구정동 369-1,조합설립인가,37.5300432,127.0313346
오류동 68-21,조합설립인가,36.3253384,127.4050329
신길동 420-92,조합설립인가,37.3335204,126.77378
번동 413-44,조합설립인가,37.62929,127.03684
신정동 1152-1,조합설립인가,35.53487,129.31199
북가좌동 73-1,조합설립인가,37.57953,126.91156
궁동 240,조합설립인가,37.5006694,126.8280726
중화동 195-2,조합설립인가,37.59755,127.07783
공항동 61-42,조합설립인가,37.5556799,126.79312568532687
시흥동 1004,조합설립인가,37.4507049,126.9085555
공항동 14,조합설립인가,37.554842,126.81738862590205
개봉동 454-14,조합설립인가,37.4931629,126.851736
서계동 116,조합설립인가,37.55234,126.96595
한강로3가 40-19,조합설립인가,37.52754,126.96297
쌍문동 137-94,조합설립인가,37.65347,127.02715
장위동 66-146,조합설립인가,,
신대방동 364-190,조합설립인가,37.4955756,126.9195788
서초동 1611-1,조합설립인가,37.48818,127.01751
서빙고동 241-21,조합설립인가,37.51769075,126.99123969122317
압구정동 481,조합설립인가,37.5300432,127.0313346
석관동 261-98,조합설립인가,37.60789,127.06116
거여동 6,조합설립인가,37.48921,127.14667
중곡동 190-26,조합설립인가,37.56286,127.08921
화곡동 1130-7,조합설립인가,37.54208,126.84656
명일동 270,조합설립인가,37.54841,127.15158
여의도동 41,조합설립인가,,
시흥동 923,조합설립인가,37.4507049,126.9085555
화곡동 73-105,조합설립인가,37.54208,126.84656
신림동 475-83,조합설립인가,37.4730961,126.9282982
면목동 106-5,조합설립인가,37.58178,127.09034
잠원동 70-,조합설립인가,37.51531,127.0176996
전농동 643,조합설립인가,37.5806,127.05543
갈현동 259-7,조합설립인가,37.4149075,126.9824277
장안동 326-,조합설립인가,37.57105,127.06806
신정동 1200-1,사업시행인가,35.53487,129.31199
번동 429-114,사업시행인가,37.62929,127.03684
오금동 143-1,사업시행인가,37.348425399999996,126.92938338827679
구로동 440,사업시행인가,37.4945849,126.8845477
신길동 3590,사업시행인가,37.3335204,126.77378
잠실동 320,사업시행인가,37.5122807,127.0855986
홍은동 48-163,사업시행인가,37.59296,126.93733
한강로2가 2-138,사업시행인가,37.53142,126.9685
방배동 891-3,사업시행인가,37.4798789,126.9939103
문래동3가 16-32,사업시행인가,37.51702,126.89591
노량진동 278-2,사업시행인가,37.5110101,126.9414634
시흥동 109,사업시행인가,37.4507049,126.9085555
사당동 303-,사업시행인가,37.4856963,126.9723525
가락동 138,사업시행인가,35.190215,128.8920173
정릉동 506-159,사업시행인가,37.61654,126.99794
번동 430-27,사업시행인가,37.62929,127.03684
신월동 606,사업시행인가,34.73124,127.69787
장안동 95-1,사업시행인가,37.57105,127.06806
북아현동 520,사업시행인가,37.55947205,126.9552493630483
가락동 176,사업시행인가,35.190215,128.8920173
양평동2가 33-20,사업시행인가,37.52357,126.88288
상계동 -,사업시행인가,37.66682525,127.07222636796388
신림동 739,사업시행인가,37.48682825,126.92826657522511
가락동 199,사업시행인가,35.190215,128.8920173
미아동 137-72,사업시행인가,37.628995,127.02575433718266
한강로2가 2-116,사업시행인가,37.53142,126.9685
보광동 272-3,사업시행인가,37.5267109,127.00021654781031
상계동 -,사업시행인가,37.66682525,127.07222636796388
노량진동 232-19,사업시행인가,37.5110101,126.9414634
성내동 209,사업시행인가,37.52998,127.12875
온수동 45-32,사업시행인가,37.4945527,126.820444
상계동 721,사업시행인가,37.66727,127.07242
개포동 185,사업시행인가,37.48421,127.07006
개포동 187,사업시행인가,37.48421,127.07006
불광동 238,사업시행인가,37.6160647,126.9339579
방화동 615-103,사업시행인가,37.57682,126.81422
청량리동 435,사업시행인가,37.58831,127.0459
성북동 226-,사업시행인가,37.59552,126.99215
잠원동 50-5,사업시행인가,37.518254400000004,127.01240284968915
도곡동 464,사업시행인가,37.4878395,127.0438569
잠원동 56-2,사업시행인가,37.518254400000004,127.01240284968915
천호동 19-1,사업시행인가,37.54294,127.12733
송파동 166,사업시행인가,37.50479,127.11369
신정동 733-31,사업시행인가,35.53487,129.31199
청량리동 205,사업시행인가,37.5809109,127.0455658
방화동 584-1,사업시행인가,37.57682,126.81422
문래동2가 35,사업시행인가,37.5128036,126.8929788
잠원동 55-10,사업시행인가,37.518254400000004,127.01240284968915
이촌동 300-301,사업시행인가,37.52086,126.96612
대치동 63,사업시행인가,37.49882,127.06566
사직동 311-10,사업시행인가,37.5738317,126.97030324117736
홍은동 277-200,사업시행인가,37.59296,126.93733
방배동 1000-3,사업시행인가,37.4798789,126.9939103
홍은동 355,사업시행인가,37.59296,126.93733
상봉동 88,사업시행인가,35.203496599999994,128.07191852499722
응봉동 193-162,사업시행인가,37.55236,127.03356
고척동 57-9,사업시행인가,37.5034631,126.8585846
옥수동 220-1,사업시행인가,37.54176,127.01648
봉천동 480,사업시행인가,37.484665,126.9484961
번동 427-63,사업시행인가,37.62929,127.03684
번동 429-97,사업시행인가,37.62929,127.03684
대치동 65-,사업시행인가,37.49882,127.06566
신길동 4518,사업시행인가,37.3335204,126.77378
미아동 45-32,사업시행인가,37.628995,127.02575433718266
방배동 1000-4,사업시행인가,37.4798789,126.9939103
홍은동 322-1,사업시행인가,37.59296,126.93733
마곡동 327-53,사업시행인가,37.56619,126.8255083
방이동 225,사업시행인가,37.5141564,127.1195472
대치동 66-,사업시행인가,37.5054018,127.0546042
북아현동 3-66,사업시행인가,37.55947205,126.9552493630483
오금동 166,사업시행인가,37.348425399999996,126.92938338827679
번동 428-4,사업시행인가,37.62929,127.03684
원효로4가 118-16,사업시행인가,37.53211,126.95127
구의동 592-39,사업시행인가,37.54417,127.09262
영등포동5가 32-8,관리처분인가,37.52095,126.9066
금호동2가 501-31,관리처분인가,37.55311,127.0211
마천동 323-,관리처분인가,37.49803,127.15167
신길동 4377,관리처분인가,37.3335204,126.77378
노량진동 294-220,관리처분인가,37.5110101,126.9414634
흑석동 304,관리처분인가,37.502463649999996,126.96087578592851
제기동 288,관리처분인가,37.58465,127.03678
노량진동 270-3,관리처분인가,37.5110101,126.9414634
양평동1가 243-1,관리처분인가,37.52309,126.88868
대방동 44-1,관리처분인가,37.5067997,126.92913492678356
역삼동 758-,관리처분인가,37.49988,127.03856
증산동 195-,관리처분인가,37.58273085,126.90536408558991
등촌동 656-35,관리처분인가,37.5498936,126.86025
당산동4가 92,관리처분인가,37.52915,126.89894
염창동 275-5,관리처분인가,37.55534725,126.87252829335478
이촌동 300-23,관리처분인가,37.52086,126.96612
일원동 615-1,관리처분인가,37.48754,127.08705
노량진동 312-75,관리처분인가,37.5110101,126.9414634
미아동 1261-376,관리처분인가,37.628995,127.02575433718266
제기동 120-104,관리처분인가,37.58465,127.03678
고척동 148,관리처분인가,37.5034631,126.8585846
방배동 988-1,관리처분인가,37.4798789,126.9939103
수색동 16-2,관리처분인가,37.585187250000004,126.8948584489098
성수동1가 656-421,관리처분인가,37.5435,127.03742
장위동 68-37,관리처분인가,37.6162,127.05086
중화동 296-44,관리처분인가,37.59755,127.07783
홍제동 104-41,관리처분인가,37.5871,126.94676
미아동 439-,관리처분인가,37.628995,127.02575433718266
동선동4가 304-2,관리처분인가,37.59457,127.0185
월계동 436,관리처분인가,37.6289,127.0567
제기동 892-68,관리처분인가,37.58465,127.03678
문래동5가 22-,관리처분인가,37.51588,126.88411
신당동 321-1,관리처분인가,37.565196900000004,127.01321999381744
정릉동 757,관리처분인가,37.61654,126.99794
신내동 482-1,관리처분인가,37.61182,127.09298
상도동 211-447,관리처분인가,37.4988159,126.9441045
갈현동 300,관리처분인가,37.4149075,126.9824277
아현동 613-10,관리처분인가,37.550546999999995,126.95246389042379
공항동 18,관리처분인가,37.55418525,126.8169002930546
오류동 156-15,관리처분인가,36.3253384,127.4050329
하월곡동 88-142,관리처분인가,37.60444,127.03764
대방동 13-31,관리처분인가,37.5067997,126.92913492678356
한남동 686,관리처분인가,37.53822,127.0074
노량진동 227-5,관리처분인가,37.5110101,126.9414634
서초동 1334-,관리처분인가,37.48818,127.01751
흑석동 90,관리처분인가,37.5064393,126.963687
이문동 86-1,관리처분인가,37.60021,127.06124
방화동 278-7,관리처분인가,37.57682,126.81422
성내동 405-9,이전고시,37.52998,127.12875
신월동 8-1,이전고시,37.54139565,126.82826539579102
성내동 547-1,이전고시,37.52998,127.12875
신월동 432-6,이전고시,37.52782,126.83692
신월동 410-12,이전고시,37.52782,126.83692
화곡동 812-26,이전고시,37.54208,126.84656
개포동 656-3,이전고시,37.48421,127.07006
가산동 255-255,이전고시,,
내발산동 714-4,이전고시,37.5539189,126.8377194
방학동 636-,이전고시,37.66442,127.03333
잠원동 52-2,이전고시,37.518254400000004,127.01240284968915
염창동 242-4,이전고시,37.55534725,126.87252829335478
회기동 62-34,이전고시,37.59433,127.05178
금호동3가 632,이전고시,37.54998,127.02213
장안동 435-4,이전고시,36.2128102,127.3437761
화곡동 1027-50,이전고시,37.54208,126.84656
구의동 227-3,이전고시,37.54417,127.09262
목동 803-2,이전고시,37.53608,126.87585
쌍문동 414,이전고시,37.65347,127.02715
대치동 977-,이전고시,37.49882,127.06566
등촌동 651,이전고시,37.5498936,126.86025
한강로2가 342,이전고시,37.53142,126.9685
신월동 612,이전고시,37.52782,126.83692
서초동 1335,이전고시,37.48818,127.01751
잠원동 64-8,이전고시,37.518254400000004,127.01240284968915
방화동 191-3,이전고시,37.57682,126.81422
장안동 435-2,이전고시,36.2128102,127.3437761
천호동 28-32,이전고시,37.54294,127.12733
서초동 1310,이전고시,37.48818,127.01751
화양동 35-4,이전고시,37.54408,127.06895
면목동 134-40,이전고시,37.58178,127.09034
공릉동 230,이전고시,37.63021,127.08818
노량진동 122-37,이전고시,37.5110101,126.9414634
홍은동 104-4,이전고시,37.59296,126.93733
한강로3가 63-70,이전고시,37.52754,126.96297
장안동 425-1,이전고시,36.2128102,127.3437761
미아동 476,이전고시,37.628995,127.02575433718266
자양동 658-14,이전고시,36.3366812,127.4490374
둔촌동 513-1,이전고시,37.5289579,127.1447659
홍제동 270,이전고시,37.5871,126.94676
사당동 181-360,이전고시,37.4856963,126.9723525
한강로3가 391,이전고시,37.52754,126.96297
신월동 603-3,이전고시,34.73124,127.69787
염창동 277-24,이전고시,37.55534725,126.87252829335478
수색동 30-2,이전고시,37.58607,126.89308
염창동 244-18,이전고시,37.55534725,126.87252829335478
개봉동 335-16,이전고시,37.4931629,126.851736
시흥동 791-40,이전고시,37.4507049,126.9085555
잠원동 74-,이전고시,37.518254400000004,127.01240284968915
신정동 1150-41,이전고시,35.53487,129.31199
반포동 30-15,이전고시,37.50312,127.0014
방배동 541-2,철거신고,37.4798789,126.9939103
방화동 608-97,철거신고,37.57682,126.81422
방배동 975-35,철거신고,37.4798789,126.9939103
신림동 324-25,철거신고,37.4730961,126.9282982
연희동 533,철거신고,37.57234,126.93084
신영동 158-2,철거신고,37.60277,126.9616
월계동 487-17,철거신고,37.6289,127.0567
당산동4가 91,착공신고,37.52915,126.89894
대조동 88,착공신고,37.612610000000004,126.92278351858204
남가좌동 289-54,착공신고,37.57744,126.9179
가락동 161-3,착공신고,35.190215,128.8920173
보문동1가 196-11,착공신고,37.58612,127.01936
장위동 25-55,착공신고,37.6162,127.05086
삼선동2가 296,착공신고,37.58438,127.0102
청량리동 199,착공신고,37.5882073,127.046251807744
방배동 946-8,착공신고,37.4798789,126.9939103
공릉동 270-71,착공신고,37.63021,127.08818
영천동 69-20,착공신고,33.3069335,126.57760212380029
개봉동 68-64,착공신고,37.4931629,126.851736
잠원동 59-10,착공신고,37.518254400000004,127.01240284968915
동작동 102-,착공신고,37.5028911,126.9775288
개포동 660-4,착공신고,37.48421,127.07006
답십리동 12,착공신고,37.5685858,127.0517873
대치동 964-,착공신고,37.49882,127.06566
도봉동 95,착공신고,37.6826056,127.0425405
방배동 818-14,착공신고,37.4798789,126.9939103
잠원동 49-17,착공신고,37.518254400000004,127.01240284968915
둔촌동 172,착공신고,37.5289579,127.1447659
흑석동 253-89,착공신고,37.5064393,126.963687
역촌동 189-,착공신고,37.604994149999996,126.9148855778837
반포동 810-,착공신고,37.50312,127.0014
반포동 1053,착공신고,37.50312,127.0014
신사동 170-12,착공신고,37.52232055,127.02770186675215
등촌동 366-24,착공신고,37.5498936,126.86025
신천동 17-6,착공신고,37.43961375,126.77885557449832
개봉동 312-38,착공신고,37.4931629,126.851736
신천동 20-4,착공신고,37.43961375,126.77885557449832
도곡동 540,착공신고,37.4878395,127.0438569
홍은동 11-111,착공신고,37.59296,126.93733
문정동 136-,착공신고,36.7971,128.60653
방배동 1018-1,착공신고,37.4798789,126.9939103
잠원동 65-33,착공신고,37.518254400000004,127.01240284968915
청담동 134-18,착공신고,37.52575355,127.0523217253381
삼성동 79,착공신고,37.46332675,126.9292175946643
사당동 41-17,착공신고,37.4856963,126.9723525
장위동 289,착공신고,37.6162,127.05086
풍납동 406,착공신고,37.53387,127.11094
미아동 791-364,착공신고,37.628995,127.02575433718266
공덕동 105-84,착공신고,37.549927049999994,126.95928971994923
안암동3가 132-17,착공신고,37.58371,127.02359
시흥동 220-2,착공신고,37.4507049,126.9085555
명일동 263-2,착공신고,37.54841,127.15158
봉천동 101,착공신고,37.48507825,126.94965666964568
이문동 149-8,일반분양승인,37.60021,127.06124
길음동 542-1,일반분양승인,37.6085308,127.0201946
천호동 423-200,일반분양승인,37.54294,127.12733
한강로2가 210-1,일반분양승인,37.53142,126.9685
수색동 189,일반분양승인,37.585187250000004,126.8948584489098
신림동 316-55,일반분양승인,37.48682825,126.92826657522511
휘경동 172,일반분양승인,37.58773,127.06526
이문동 257-42,일반분양승인,37.60021,127.06124
수색동 115-5,일반분양승인,37.585187250000004,126.8948584489098
중화동 331-64,일반분양승인,37.59755,127.07783
행당동 128,일반분양승인,37.55783,127.03571
용답동 108-1,일반분양승인,37.56211,127.05467
천호동 410-100,일반분양승인,37.54294,127.12733
잠원동 60-3,일반분양승인,37.518254400000004,127.01240284968915
천호동 423-76,일반분양승인,37.54294,127.12733
수색동 341-6,일반분양승인,37.58607,126.89308
아현동 380,준공인가,37.550546999999995,126.95246389042379
아현동 662,준공인가,37.550546999999995,126.95246389042379
영등포동2가 439,준공인가,37.52125,126.91222
면목동 55-14,준공인가,37.58178,127.09034
상계동 95-3,준공인가,37.66727,127.07242
신월동 489-3,준공인가,37.52782,126.83692
홍은동 338-5,준공인가,37.59296,126.93733
봉천동 1598-10,준공인가,37.484665,126.9484961
개포동 189,준공인가,37.48421,127.07006
마곡동 725-1,준공인가,37.56619,126.8255083
둔촌동 85-2,준공인가,37.5289579,127.1447659
가산동 12-31,준공인가,37.47532525,126.88639535805152
홍은동 13-25,준공인가,37.59296,126.93733
남현동 1079-13,준공인가,37.4715479,126.9764934
신림동 1644-,준공인가,37.48682825,126.92826657522511
하중동 18-2,준공인가,37.54365,126.92838
자양동 236,준공인가,36.3366812,127.4490374
보문동1가 60-28,준공인가,37.58612,127.01936
신월동 551-10,준공인가,37.52782,126.83692
대치동 963,준공인가,37.49882,127.06566
반포동 12,준공인가,37.5034766,127.0101005
홍제동 57-5,준공인가,37.5871,126.94676
가산동 7281-7282,준공인가,37.47532525,126.88639535805152
역삼동 712-,준공인가,37.49988,127.03856
길동 160,준공인가,37.5398309,127.14661060476558
효창동 13-2,조합청산,37.54341,126.96037
신길동 3163,조합청산,37.3335204,126.77378
신길동 240-16,조합청산,37.3335204,126.77378
장안동 329-2,조합청산,37.57105,127.06806
봉천동 1553-1,조합청산,37.484665,126.9484961
반포동 2-1,조합청산,37.50312,127.0014
면목동 520-19,조합청산,37.58178,127.09034
사당동 167-19,조합청산,37.4856963,126.9723525
효창동 117-1,조합청산,37.54341,126.96037
응암동 8,조합청산,37.59418,126.92555
응암동 225-1,조합청산,37.59418,126.92555
용두동 80-1,조합청산,37.57616,127.03476
월계동 531,조합청산,37.6289,127.0567
목동 632-1,조합청산,36.3341817,127.4091513
신길동 329-94,조합청산,37.3335204,126.77378
옥수동 500,조합청산,37.54176,127.01648
신길동 2039,조합청산,37.3335204,126.77378
명일동 309-1,조합청산,37.54841,127.15158
길동 43,조합청산,37.53722559194212,127.15037311883172
금호동1가 280,조합청산,37.55286,127.02393
신길동 145-40,조합청산,37.3335204,126.77378
북아현동 1-954,조합청산,37.55947205,126.9552493630483
영등포동7가 145-8,조합청산,37.5246695,126.9073675901746
응암동 455,조합청산,37.59418,126.92555
무악동 71-1,조합청산,37.57672,126.95812
보문동6가 207,조합청산,37.58047,127.01856
녹번동 53,조합청산,37.60408794999999,126.93172334972789
상도동 36-1,조합청산,36.01528,129.35519
묵동 81-17,조합청산,37.61083,127.08109
금호동2가 566,조합청산,37.55311,127.0211
잠원동 66,조합청산,37.51413445,127.00837831392255
고덕동 212,조합청산,37.56528,127.15761
상일동 131,조합청산,37.55073,127.1704
불광동 17,조합청산,37.6160647,126.9339579
도림동 162-94,조합청산,37.508261899999994,126.8993866115764
동자동 36-17,조합청산,37.55112,126.97251
상일동 121,조합청산,37.55073,127.1704
상일동 187,조합청산,37.55073,127.1704
잠원동 52,조합청산,37.5126913,127.0184819
전농동 518,조합청산,37.5806,127.05543
잠원동 57,조합청산,37.512965,127.0181243
서초동 1336,조합청산,37.48818,127.01751
돈암동 535-54,조합청산,37.59742,127.01841
응암동 419,조합청산,37.59418,126.92555
한남동 729,조합청산,37.53822,127.0074
응암동 36,조합청산,37.59418,126.92555
방배동 1028-1,조합청산,37.4798789,126.9939103
북아현동 174,조합청산,37.56348,126.95426
녹번동 4,조합청산,37.6057257,126.9228983
남가좌동 369-10,조합청산,37.57744,126.9179
월계동 672,조합청산,35.2141311,126.8385309
석관동 58-56,조합해산,37.60789015,127.06148520004993
남가좌동 175,조합해산,37.57744,126.9179
금호동2가 900,조합해산,37.55311,127.0211
미아동 3-111,조합해산,37.628995,127.02575433718266
잠원동 74-1,조합해산,37.518254400000004,127.01240284968915
석관동 338-540,조합해산,37.60789,127.06116
금호동4가 235-,조합해산,37.54479,127.02339
용두동 253,조합해산,37.57616,127.03476
망원동 458-16,조합해산,37.55586,126.90087
홍제동 156,조합해산,37.5871,126.94676
화양동 499-18,조합해산,37.54408,127.06895
창전동 27-19,조합해산,37.55007,126.92938
구로동 685-280,조합해산,37.4945849,126.8845477
답십리동 98,조합해산,37.573723,127.0577776
천호동 39-4,조합해산,37.54294,127.12733
옥수동 526,조합해산,37.54176,127.01648
풍납동 153,조합해산,37.53387,127.11094
돈암동 13-7,조합해산,37.59742,127.01841
정릉동 10,조합해산,37.61654,126.99794
하왕십리동 339-67,조합해산,37.56131,127.02715
독산동 966-1,조합해산,37.468399,126.8979571
남가좌동 124-1,조합해산,37.57744,126.9179
응암동 171,조합해산,37.59418,126.92555
금호동2가 200,조합해산,37.55311,127.0211
홍은동 441-1,조합해산,37.59296,126.93733
방배동 992-1,조합해산,37.4798789,126.9939103
응암동 663,조합해산,37.59418,126.92555
구산동 307-1,조합해산,37.61228115,126.90826582986259
신길동 1583-1,조합해산,37.3335204,126.77378
망원동 472-1,조합해산,37.55586,126.90087
교남동 62-1,조합해산,37.5716654,126.96339035786244
상일동 152,조합해산,37.55073,127.1704
상왕십리동 12-37,조합해산,37.5683106,127.0245724
송파동 167,조합해산,37.50479,127.11369
보문동3가 225,조합해산,37.58419,127.01622
망원동 438-46,조합해산,37.55586,126.90087
금호동4가 480,조합해산,37.54479,127.02339
역삼동 711-1,조합해산,37.49988,127.03856
휘경동 128-12,조합해산,37.58773,127.06526
전농동 449-9,조합해산,37.5806,127.05543
길음동 612-10,조합해산,37.6085308,127.0201946
염창동 283,조합해산,37.55534725,126.87252829335478
개포동 656,조합해산,37.48421,127.07006
염리동 45,조합해산,37.55018115,126.9478720005446
잠원동 74-2,조합해산,37.518254400000004,127.01240284968915
상일동 134,조합해산,37.55073,127.1704
상일동 124,조합해산,37.55073,127.1704
반포동 30-18,조합해산,37.50312,127.0014
반포동 32-8,조합해산,37.50312,127.0014
연희동 711,조합해산,37.57234,126.93084
가락동 479,조합해산,35.190215,128.8920173
반포동 1-1,조합해산,37.50312,127.0014
용두동 753-9,조합해산,37.57616,127.03476
흑석동 158,조합해산,37.5073443,126.9623421
월계동 633-31,조합해산,37.6289,127.0567
상계동 85-33,조합해산,37.66727,127.07242
녹번동 19,조합해산,37.60408794999999,126.93172334972789
삼성동 19-4,조합해산,37.46332675,126.9292175946643
상계동 677,조합해산,37.66727,127.07242
신정동 1175-28,조합해산,35.53487,129.31199
구의동 122-2,조합해산,37.54417,127.09262
거여동 181,조합해산,37.48921,127.14667
개포동 138,조합해산,37.48421,127.07006
반포동 32-5,조합해산,37.50312,127.0014
북아현동 149,조합해산,37.55947205,126.9552493630483
자양동 778-6,조합해산,36.3366812,127.4490374
하왕십리동 999,조합해산,37.56131,127.02715
하왕십리동 700,조합해산,37.56131,127.02715
신정동 1033-1,조합해산,35.53487,129.31199
종암동 95-2,조합해산,37.59631,127.03333
고덕동 670,조합해산,37.0480854,127.0363555
답십리동 25,조합해산,37.57002,127.05467
정릉동 539-1,조합해산,37.61654,126.99794
금호동4가 56-1,조합해산,37.54479,127.02339
천호동 437-5,조합해산,37.54294,127.12733
길동 298-1,조합해산,37.5398309,127.14661060476558
신수동 93-102,조합해산,37.54620345,126.9359375116903
자양동 224-15,조합해산,36.3366812,127.4490374
신길동 337-246,조합해산,37.3335204,126.77378
흑석동 232,조합해산,35.1831398,126.8084441
장위동 173-114,조합해산,37.6162,127.05086
효창동 3-250,조합해산,37.54341,126.96037
길음동 498,조합해산,37.6085308,127.0201946
서초동 1331,조합해산,37.48818,127.01751
휘경동 243,조합해산,37.58773,127.06526
봉천동 1544-1,조합해산,37.484665,126.9484961
종로6가 117,조합해산,37.57174,127.00681
신길동 347-50,조합해산,37.3335204,126.77378
서초동 1332-1,조합해산,37.48818,127.01751
남가좌동 224,조합해산,37.57744,126.9179
면목동 100-38,조합해산,37.58178,127.09034
응암동 626-108,조합해산,37.59418,126.92555
신당동 80,조합해산,37.565196900000004,127.01321999381744
아현동 635,조합해산,37.550546999999995,126.95246389042379
염리동 507,조합해산,37.55018115,126.9478720005446
풍납동 388-7,조합해산,37.53387,127.11094
신당동 85,조합해산,37.5616728,127.0185474824659
만리동2가 176-1,조합해산,37.5548657,126.9639221
답십리동 178,조합해산,37.57002,127.05467
홍은동 19-19,조합해산,37.59296,126.93733
증산동 213-20,조합해산,37.58273085,126.90536408558991
거여동 234,조합해산,37.48921,127.14667
수색동 330-1,조합해산,37.58607,126.89308
장위동 189-3,조합해산,37.6162,127.05086
